,Name,Similarity-child-91,Similarity-child-92,Similarity-child-93,Similarity-child-94,Similarity-child-95,Similarity-child-96,Similarity-child-97,Similarity-child-98,Similarity-child-99,Similarity-child-00,Similarity-child-02,Similarity-child-03,Similarity-child-04,Similarity-child-05,Similarity-child-06,Similarity-child-07,Similarity-child-08,Similarity-child-09,Similarity-child-10,Similarity-child-11,Similarity-child-12,Similarity-child-13,Similarity-female-91,Similarity-female-92,Similarity-female-93,Similarity-female-94,Similarity-female-95,Similarity-female-96,Similarity-female-97,Similarity-female-98,Similarity-female-99,Similarity-female-00,Similarity-female-02,Similarity-female-03,Similarity-female-04,Similarity-female-05,Similarity-female-06,Similarity-female-07,Similarity-female-08,Similarity-female-09,Similarity-female-10,Similarity-female-11,Similarity-female-12,Similarity-female-13,Similarity-male-91,Similarity-male-92,Similarity-male-93,Similarity-male-94,Similarity-male-95,Similarity-male-96,Similarity-male-97,Similarity-male-98,Similarity-male-99,Similarity-male-00,Similarity-male-02,Similarity-male-03,Similarity-male-04,Similarity-male-05,Similarity-male-06,Similarity-male-07,Similarity-male-08,Similarity-male-09,Similarity-male-10,Similarity-male-11,Similarity-male-12,Age_Range
0,c1991.png,100.0,83.22795867919922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 3, u'Low': 0}"
1,c1992.png,83.22795867919922,100.0,,99.69745635986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 3, u'Low': 0}"
2,c1993.png,,,100.0,92.19964599609375,97.93584442138672,91.14045715332031,97.98483276367188,99.37094116210938,85.45233154296875,90.7420425415039,,82.49564361572266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 4, u'Low': 0}"
3,c1994.png,,99.69745635986328,92.19964599609375,100.0,95.99848937988281,,94.48297119140625,85.5663833618164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 4, u'Low': 0}"
4,c1995.png,,,97.93584442138672,95.99848937988281,100.0,,99.93274688720703,99.77237701416016,99.47064971923828,90.21111297607422,96.4044189453125,93.46430969238281,84.5058822631836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 9, u'Low': 3}"
5,c1996.png,,,91.14045715332031,,,100.0,94.90800476074219,91.83519744873047,88.27584075927734,,,93.93879699707031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 15, u'Low': 5}"
6,c1997.png,,,97.98483276367188,94.48297119140625,99.93274688720703,94.90800476074219,100.0,99.98873138427734,99.91706085205078,98.17321014404297,99.86080932617188,99.86540985107422,97.92285919189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 7, u'Low': 1}"
7,c1998.png,,,99.37094116210938,85.5663833618164,99.77237701416016,91.83519744873047,99.98873138427734,100.0,99.99639892578125,99.92599487304688,99.9927749633789,99.97285461425781,99.93162536621094,89.57174682617188,80.77281951904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 19, u'Low': 9}"
8,c1999.png,,,85.45233154296875,,99.47064971923828,88.27584075927734,99.91706085205078,99.99639892578125,100.0,99.98884582519531,99.9986801147461,99.99859619140625,99.99736785888672,98.49063873291016,94.90274047851562,,,,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 9, u'Low': 3}"
9,c2000.png,,,90.7420425415039,,90.21111297607422,,98.17321014404297,99.92599487304688,99.98884582519531,100.0,99.97258758544922,99.96121215820312,99.87718200683594,92.4723129272461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 14, u'Low': 4}"
10,c2002.png,,,,,96.4044189453125,,99.86080932617188,99.9927749633789,99.9986801147461,99.97258758544922,100.0,99.99970245361328,99.99899291992188,99.88034057617188,99.57975769042969,88.6154556274414,,,90.38795471191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 12, u'Low': 4}"
11,c2003.png,,,82.49564361572266,,93.46430969238281,93.93879699707031,99.86540985107422,99.97285461425781,99.99859619140625,99.96121215820312,99.99970245361328,100.0,99.99751281738281,99.91319274902344,99.65340423583984,85.538818359375,,,89.54057312011719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 15, u'Low': 5}"
12,c2004.png,,,,,84.5058822631836,,97.92285919189453,99.93162536621094,99.99736785888672,99.87718200683594,99.99899291992188,99.99751281738281,100.0,99.99028015136719,99.89801025390625,91.18949890136719,,,96.2310562133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 15, u'Low': 5}"
13,c2005.png,,,,,,,,89.57174682617188,98.49063873291016,92.4723129272461,99.88034057617188,99.91319274902344,99.99028015136719,100.0,99.9930419921875,97.252197265625,91.36550903320312,,99.14749145507812,,86.31261444091797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 26, u'Low': 14}"
14,c2006.png,,,,,,,,80.77281951904297,94.90274047851562,,99.57975769042969,99.65340423583984,99.89801025390625,99.9930419921875,100.0,99.53775024414062,99.47054290771484,96.4837417602539,99.76342010498047,,96.82939147949219,87.0680923461914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
15,c2007.png,,,,,,,,,,,88.6154556274414,85.538818359375,91.18949890136719,97.252197265625,99.53775024414062,100.0,99.97379302978516,99.82685089111328,96.34049987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 33, u'Low': 21}"
16,c2008.png,,,,,,,,,,,,,,91.36550903320312,99.47054290771484,99.97379302978516,100.0,99.99658203125,98.2821273803711,83.9396743774414,98.90599822998047,89.58676147460938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
17,c2009.png,,,,,,,,,,,,,,,96.4837417602539,99.82685089111328,99.99658203125,100.0,98.81061553955078,98.04969024658203,99.43115997314453,95.38883209228516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
18,c2010.png,,,,,,,,,83.75,,90.38795471191406,89.54057312011719,96.2310562133789,99.14749145507812,99.76342010498047,96.34049987792969,98.2821273803711,98.81061553955078,100.0,98.67074584960938,99.19216918945312,99.05130004882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 32, u'Low': 20}"
19,c2011.png,,,,,,,,,,,,,,,,,83.9396743774414,98.04969024658203,98.67074584960938,100.0,99.85171508789062,99.79027557373047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
20,c2012.png,,,,,,,,,,,,,,86.31261444091797,96.82939147949219,,98.90599822998047,99.43115997314453,99.19216918945312,99.85171508789062,100.0,99.98975372314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
21,c2013.png,,,,,,,,,,,,,,,87.0680923461914,,89.58676147460938,95.38883209228516,99.05130004882812,99.79027557373047,99.98975372314453,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 34, u'Low': 22}"
22,f1991.png,,,,,,,,,,,,,,,,,,,,,,,100.0,99.87107849121094,99.81426239013672,92.23175811767578,99.85257720947266,98.46418762207031,99.96675109863281,98.81857299804688,99.79947662353516,99.89783477783203,,97.87725067138672,98.57610321044922,99.61795806884766,98.70478820800781,,98.21920776367188,96.59575653076172,96.61223602294922,99.84906768798828,93.9976806640625,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 35, u'Low': 23}"
23,f1992.png,,,,,,,,,,,,,,,,,,,,,,,99.87107849121094,100.0,99.83940124511719,99.62542724609375,99.99571228027344,99.1460952758789,99.98184967041016,99.92728424072266,99.89286041259766,99.92862701416016,82.13502502441406,99.79639434814453,99.85591125488281,99.87923431396484,99.7889404296875,98.14077758789062,99.72431182861328,99.53334045410156,99.32125854492188,99.3652572631836,99.76545715332031,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 40, u'Low': 26}"
24,f1993.png,,,,,,,,,,,,,,,,,,,,,,,99.81426239013672,99.83940124511719,100.0,99.37841796875,99.97660064697266,98.97086334228516,99.97486114501953,99.19451141357422,99.9682846069336,99.98764038085938,99.77796936035156,99.94155883789062,99.9806137084961,98.6197738647461,99.91334533691406,96.62564086914062,96.26541137695312,98.76219940185547,99.6578140258789,98.30860900878906,97.92825317382812,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 50, u'Low': 34}"
25,f1994.png,,,,,,,,,,,,,,,,,,,,,,,92.23175811767578,99.62542724609375,99.37841796875,100.0,99.93480682373047,99.97807312011719,99.56680297851562,96.26177215576172,81.6025390625,99.93920135498047,99.93749237060547,96.22314453125,95.49945068359375,98.23776245117188,99.25979614257812,93.4647216796875,98.60059356689453,96.94793701171875,97.02024841308594,92.4807357788086,95.4639892578125,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
26,f1995.png,,,,,,,,,,,,,,,,,,,,,,,99.85257720947266,99.99571228027344,99.97660064697266,99.93480682373047,100.0,99.383544921875,99.99868774414062,99.95376586914062,99.73194122314453,99.97021484375,96.40958404541016,99.96438598632812,99.82244873046875,99.95199584960938,99.97589874267578,96.86900329589844,99.94033813476562,99.85768127441406,99.4981918334961,99.78291320800781,99.84354400634766,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
27,f1996.png,,,,,,,,,,,,,,,,,,,,,,,98.46418762207031,99.1460952758789,98.97086334228516,99.97807312011719,99.383544921875,100.0,96.48798370361328,93.79534149169922,96.931396484375,99.53609466552734,99.54371643066406,80.31656646728516,94.28131866455078,83.98793029785156,91.26624298095703,,86.47944641113281,,,86.80319213867188,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 47, u'Low': 31}"
28,f1997.png,,,,,,,,,,,,,,,,,,,,,,,99.96675109863281,99.98184967041016,99.97486114501953,99.56680297851562,99.99868774414062,96.48798370361328,100.0,99.80253601074219,99.86031341552734,99.93507385253906,91.7683334350586,99.97477722167969,99.60113525390625,99.99028778076172,99.9471664428711,96.0201416015625,99.90807342529297,99.8199462890625,99.66819763183594,99.98394012451172,99.68887329101562,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 49, u'Low': 33}"
29,f1998.png,,,,,,,,,,,,,,,,,,,,,,,98.81857299804688,99.92728424072266,99.19451141357422,96.26177215576172,99.95376586914062,93.79534149169922,99.80253601074219,100.0,99.0542984008789,96.73033142089844,81.05366516113281,99.84090423583984,99.4537124633789,99.9329833984375,99.74437713623047,98.67414093017578,99.93804931640625,99.77818298339844,96.11215209960938,97.39382934570312,96.6007080078125,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 56, u'Low': 38}"
30,f1999.png,,,,,,,,,,,,,,,,,,,,,,,99.79947662353516,99.89286041259766,99.9682846069336,81.6025390625,99.73194122314453,96.931396484375,99.86031341552734,99.0542984008789,100.0,99.96720886230469,,98.45922088623047,99.47222900390625,99.37423706054688,97.27423858642578,97.68968200683594,95.65294647216797,98.39655303955078,92.76512908935547,99.3861312866211,96.16002655029297,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 50, u'Low': 34}"
31,f2000.png,,,,,,,,,,,,,,,,,,,,,,,99.89783477783203,99.92862701416016,99.98764038085938,99.93920135498047,99.97021484375,99.53609466552734,99.93507385253906,96.73033142089844,99.96720886230469,100.0,99.15382385253906,98.49266052246094,99.83808135986328,99.09709930419922,99.80570983886719,97.87718200683594,98.31178283691406,98.4574203491211,99.73281860351562,98.35800170898438,98.17668151855469,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 64, u'Low': 46}"
32,f2001.png,,,,,,,,,,,,,,,,,,,,,,,,82.13502502441406,99.77796936035156,99.93749237060547,96.40958404541016,99.54371643066406,91.7683334350586,81.05366516113281,,99.15382385253906,100.0,97.92993927001953,98.0355224609375,,93.54137420654297,88.47564697265625,,,92.43408966064453,,,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 40, u'Low': 26}"
33,f2002.png,,,,,,,,,,,,,,,,,,,,,,,97.87725067138672,99.79639434814453,99.94155883789062,96.22314453125,99.96438598632812,80.31656646728516,99.97477722167969,99.84090423583984,98.45922088623047,98.49266052246094,97.92993927001953,100.0,99.95387268066406,98.56267547607422,99.93724060058594,94.10780334472656,92.56688690185547,98.57530212402344,98.8135757446289,97.943603515625,99.54802703857422,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 52, u'Low': 36}"
34,f2003.png,,,,,,,,,,,,,,,,,,,,,,,98.57610321044922,99.85591125488281,99.9806137084961,95.49945068359375,99.82244873046875,94.28131866455078,99.60113525390625,99.4537124633789,99.47222900390625,99.83808135986328,98.0355224609375,99.95387268066406,100.0,99.717041015625,99.95513916015625,99.07508850097656,99.16641235351562,99.45291137695312,99.6310806274414,93.91991424560547,99.15635681152344,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 38, u'Low': 24}"
35,f2005.png,,,,,,,,,,,,,,,,,,,,,,,99.61795806884766,99.87923431396484,98.6197738647461,98.23776245117188,99.95199584960938,83.98793029785156,99.99028778076172,99.9329833984375,99.37423706054688,99.09709930419922,,98.56267547607422,99.717041015625,100.0,99.94799041748047,99.81157684326172,99.99507904052734,99.98101806640625,99.82585906982422,99.9805679321289,99.92698669433594,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
36,f2006.png,,,,,,,,,,,,,,,,,,,,,,,98.70478820800781,99.7889404296875,99.91334533691406,99.25979614257812,99.97589874267578,91.26624298095703,99.9471664428711,99.74437713623047,97.27423858642578,99.80570983886719,93.54137420654297,99.93724060058594,99.95513916015625,99.94799041748047,100.0,99.87104797363281,99.90680694580078,99.89656829833984,99.88764190673828,99.82952117919922,99.9451675415039,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
37,f2007.png,,,,,,,,,,,,,,,,,,,,,,,,98.14077758789062,96.62564086914062,93.4647216796875,96.86900329589844,,96.0201416015625,98.67414093017578,97.68968200683594,97.87718200683594,88.47564697265625,94.10780334472656,99.07508850097656,99.81157684326172,99.87104797363281,100.0,98.9697036743164,99.96261596679688,99.87657928466797,98.6005630493164,99.80017852783203,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 64, u'Low': 46}"
38,f2008.png,,,,,,,,,,,,,,,,,,,,,,,98.21920776367188,99.72431182861328,96.26541137695312,98.60059356689453,99.94033813476562,86.47944641113281,99.90807342529297,99.93804931640625,95.65294647216797,98.31178283691406,,92.56688690185547,99.16641235351562,99.99507904052734,99.90680694580078,98.9697036743164,100.0,99.89034271240234,99.68122863769531,99.36282348632812,99.60980987548828,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 56, u'Low': 38}"
39,f2009.png,,,,,,,,,,,,,,,,,,,,,,,96.59575653076172,99.53334045410156,98.76219940185547,96.94793701171875,99.85768127441406,,99.8199462890625,99.77818298339844,98.39655303955078,98.4574203491211,,98.57530212402344,99.45291137695312,99.98101806640625,99.89656829833984,99.96261596679688,99.89034271240234,100.0,99.97832489013672,99.57698059082031,99.97262573242188,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
40,f2010.png,,,,,,,,,,,,,,,,,,,,,,,96.61223602294922,99.32125854492188,99.6578140258789,97.02024841308594,99.4981918334961,,99.66819763183594,96.11215209960938,92.76512908935547,99.73281860351562,92.43408966064453,98.8135757446289,99.6310806274414,99.82585906982422,99.88764190673828,99.87657928466797,99.68122863769531,99.97832489013672,100.0,99.90738677978516,99.94646453857422,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 35, u'Low': 23}"
41,f2011.png,,,,,,,,,,,,,,,,,,,,,,,99.84906768798828,99.3652572631836,98.30860900878906,92.4807357788086,99.78291320800781,86.80319213867188,99.98394012451172,97.39382934570312,99.3861312866211,98.35800170898438,,97.943603515625,93.91991424560547,99.9805679321289,99.82952117919922,98.6005630493164,99.36282348632812,99.57698059082031,99.90738677978516,100.0,99.83172607421875,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 65, u'Low': 47}"
42,f2013.png,,,,,,,,,,,,,,,,,,,,,,,93.9976806640625,99.76545715332031,97.92825317382812,95.4639892578125,99.84354400634766,,99.68887329101562,96.6007080078125,96.16002655029297,98.17668151855469,,99.54802703857422,99.15635681152344,99.92698669433594,99.9451675415039,99.80017852783203,99.60980987548828,99.97262573242188,99.94646453857422,99.83172607421875,100.0,,,,,,,,,,,,,,,,,,,,,,,"{u'High': 57, u'Low': 39}"
